timestamp,username,src_ip,dst_ip,protocol,bytes_out,bytes_in,duration_sec,dst_port
2026-03-29 11:11:04,swang,10.0.4.7,98.138.112.176,TCP,34164,11776,53,443
2026-03-30 11:25:06,rbrown,10.0.3.57,187.125.83.119,TCP,27615,2610,499,22
2026-01-22 13:17:13,pmartinez,10.0.0.195,91.107.136.180,UDP,10700,14816,238,22
2026-02-23 09:09:18,jsmith,10.0.5.140,89.135.22.187,HTTPS,24087,1638,31,443
2026-01-25 17:09:46,cnguyen,10.0.3.151,98.49.183.217,TCP,18924,3968,270,22
2026-01-03 13:39:15,cnguyen,10.0.5.190,117.186.83.95,UDP,45350,3180,380,80
2026-02-13 10:36:31,swang,10.0.1.130,60.51.194.72,TCP,40226,17836,523,443
2026-01-25 13:32:45,cnguyen,10.0.3.57,91.107.136.180,TCP,46142,2090,395,443
2026-01-11 09:42:00,klee,10.0.2.208,187.125.83.119,TCP,22206,12015,371,22
2026-03-08 16:45:09,jsmith,10.0.5.27,98.49.183.217,UDP,37695,8961,55,22
2026-02-02 17:11:43,swang,10.0.5.167,98.49.183.217,TCP,41444,9604,357,80
2026-01-22 13:07:57,mwilson,10.0.4.23,109.174.142.40,TCP,9580,7401,86,22
2026-01-30 17:04:26,pmartinez,10.0.0.190,84.28.117.211,TCP,25719,18733,167,443
2026-02-08 15:42:07,hgarcia,10.0.2.63,56.172.52.24,TCP,36128,6945,507,22
2026-02-20 17:37:14,mwilson,10.0.1.36,50.35.23.170,TCP,35777,15293,324,443
2026-02-20 14:00:00,jsmith,10.0.5.29,45.33.32.156,TCP,1704684,281,103,443
2026-02-03 11:19:13,adavis,10.0.4.109,98.49.183.217,TCP,40387,4118,202,443
2026-02-04 14:15:20,klee,10.0.0.190,98.49.183.217,TCP,535,1908,330,443
2026-02-27 17:48:29,tjohnson,10.0.5.29,118.63.193.21,UDP,39910,9071,505,22
2026-03-27 11:26:19,adavis,10.0.1.179,59.148.40.219,TCP,47196,17769,583,443
2026-01-19 14:50:10,mwilson,10.0.5.190,117.186.83.95,TCP,21843,17123,486,22
2026-02-15 12:02:59,tjohnson,10.0.1.36,60.51.194.72,TCP,31643,4781,479,8080
2026-02-11 09:06:09,pmartinez,10.0.0.8,187.125.83.119,HTTPS,49886,3862,174,443
2026-01-30 14:05:21,tjohnson,10.0.4.51,91.107.136.180,TCP,28399,5139,292,443
2026-03-22 09:21:38,klee,10.0.1.36,98.138.112.176,TCP,37556,15976,340,53
2026-02-27 14:21:36,swang,10.0.0.195,117.186.83.95,TCP,48817,15712,215,443
2026-01-16 16:47:07,jsmith,10.0.5.190,89.135.22.187,UDP,7949,1479,435,443
2026-01-11 12:21:09,hgarcia,10.0.2.63,56.172.52.24,HTTPS,11592,7005,502,8080
2026-01-12 08:37:58,hgarcia,10.0.4.23,89.135.22.187,UDP,6964,2653,560,8080
2026-01-10 10:06:43,klee,10.0.2.208,98.49.183.217,TCP,45655,19971,501,80
2026-02-04 13:53:34,cnguyen,10.0.5.167,60.51.194.72,TCP,7930,5961,470,443
2026-02-19 13:03:28,cnguyen,10.0.0.8,142.150.185.148,TCP,3720,12734,433,443
2026-02-27 09:06:09,pmartinez,10.0.0.56,118.63.193.21,TCP,6580,2735,507,53
2026-02-17 11:30:07,jsmith,10.0.0.190,98.138.112.176,TCP,37676,9724,234,8080
2026-02-22 11:44:51,swang,10.0.0.190,142.150.185.148,HTTPS,31493,7251,448,443
2026-03-04 14:27:25,adavis,10.0.3.57,187.125.83.119,TCP,35129,2175,525,443
2026-03-31 09:05:51,hgarcia,10.0.1.36,56.172.52.24,TCP,40887,13676,107,443
2026-02-10 12:20:37,adavis,10.0.5.140,187.125.83.119,UDP,41382,8885,350,53
2026-01-11 10:40:07,swang,10.0.4.23,84.28.117.211,TCP,10791,9772,453,53
2026-02-14 11:23:51,klee,10.0.4.7,91.107.136.180,TCP,35032,14412,67,80
2026-01-18 17:44:11,adavis,10.0.5.29,60.51.194.72,UDP,21097,4231,41,443
2026-01-31 14:11:22,mwilson,10.0.2.208,60.51.194.72,HTTPS,26888,15825,131,443
2026-03-15 17:57:28,pmartinez,10.0.5.190,118.63.193.21,TCP,31885,5263,250,80
2026-01-18 08:12:28,rbrown,10.0.4.7,60.51.194.72,TCP,867,19408,318,443
2026-02-27 12:11:36,klee,10.0.5.167,91.107.136.180,TCP,38390,4760,205,443
2026-01-18 08:38:17,pmartinez,10.0.2.208,118.63.193.21,TCP,49200,6426,66,443
2026-02-15 10:33:18,mwilson,10.0.1.179,60.51.194.72,TCP,20399,16152,296,80
2026-02-11 14:17:07,rbrown,10.0.3.151,59.148.40.219,UDP,24189,17149,45,22
2026-03-31 16:15:49,mwilson,10.0.5.167,91.107.136.180,HTTPS,44140,4726,267,53
2026-02-07 15:00:31,swang,10.0.4.51,50.35.23.170,TCP,20354,14125,265,22
2026-03-29 10:57:37,rbrown,10.0.4.7,60.51.194.72,TCP,44048,13411,427,53
2026-01-31 09:54:34,jsmith,10.0.0.8,98.138.112.176,TCP,43432,746,341,53
2026-02-01 16:24:30,hgarcia,10.0.2.208,109.174.142.40,TCP,22821,10674,355,53
2026-01-26 15:16:05,klee,10.0.3.57,142.150.185.148,HTTPS,24329,11631,536,443
2026-03-24 16:01:23,pmartinez,10.0.5.27,117.186.83.95,TCP,20525,517,512,53
2026-02-07 09:34:24,tjohnson,10.0.4.23,59.148.40.219,TCP,22050,18861,463,22
2026-03-11 11:20:08,pmartinez,10.0.0.56,56.172.52.24,TCP,14066,19126,473,443
2026-03-28 10:41:21,pmartinez,10.0.2.63,98.49.183.217,HTTPS,22769,15078,541,53
2026-03-05 16:54:27,cnguyen,10.0.4.109,89.135.22.187,TCP,8081,9734,90,80
2026-03-28 13:25:37,rbrown,10.0.5.167,118.63.193.21,TCP,12989,1546,594,8080
2026-02-08 09:21:32,jsmith,10.0.2.63,118.63.193.21,HTTPS,35545,17820,82,53
2026-02-20 15:00:00,jsmith,10.0.5.29,45.33.32.156,TCP,1762320,120,46,443
2026-01-25 08:43:54,klee,10.0.4.7,60.51.194.72,TCP,39859,7890,359,80
2026-01-17 10:49:06,swang,10.0.1.36,118.63.193.21,TCP,30162,16278,360,8080
2026-02-18 09:09:41,swang,10.0.4.7,142.150.185.148,TCP,8559,6815,450,443
2026-03-06 16:09:05,swang,10.0.0.8,98.49.183.217,TCP,28814,19376,83,443
2026-01-11 15:08:56,klee,10.0.2.63,142.150.185.148,UDP,10446,5128,307,8080
2026-03-08 11:51:39,swang,10.0.4.7,60.51.194.72,HTTPS,16965,15670,474,443
2026-03-29 11:28:45,rbrown,10.0.0.56,142.150.185.148,HTTPS,19681,8202,540,443
2026-02-04 12:08:46,hgarcia,10.0.1.179,50.35.23.170,TCP,36534,8554,267,443
2026-01-08 09:45:14,pmartinez,10.0.4.23,187.125.83.119,TCP,47591,5477,514,8080
2026-02-24 13:31:39,adavis,10.0.0.190,50.35.23.170,TCP,46143,15095,506,53
2026-03-09 16:32:06,rbrown,10.0.0.190,142.150.185.148,UDP,46735,16132,287,80
2026-02-01 13:40:06,klee,10.0.1.130,60.51.194.72,HTTPS,35398,13050,231,53
2026-02-10 15:36:19,jsmith,10.0.0.195,59.148.40.219,TCP,25227,15772,136,53
2026-01-24 15:02:58,tjohnson,10.0.4.7,91.107.136.180,TCP,46209,5045,268,8080
2026-01-13 15:11:18,jsmith,10.0.0.190,142.150.185.148,TCP,39979,8203,300,443
2026-01-10 14:44:02,hgarcia,10.0.4.109,84.28.117.211,TCP,18442,17820,299,22
2026-02-25 15:39:41,adavis,10.0.4.23,187.125.83.119,TCP,45323,14321,284,443
2026-03-29 16:39:58,klee,10.0.5.27,175.36.87.137,UDP,29741,6921,558,8080
2026-03-15 16:50:31,tjohnson,10.0.2.208,59.148.40.219,TCP,43230,7924,330,443
2026-02-20 12:59:07,mwilson,10.0.4.23,117.186.83.95,TCP,35624,954,531,8080
2026-03-28 11:28:55,tjohnson,10.0.4.109,50.35.23.170,TCP,20553,14127,387,8080
2026-03-22 14:03:21,hgarcia,10.0.5.29,56.172.52.24,UDP,27742,16443,593,8080
2026-01-09 14:21:48,jsmith,10.0.0.56,98.49.183.217,TCP,23390,13933,494,443
2026-03-01 11:05:55,jsmith,10.0.0.190,50.35.23.170,UDP,34904,10241,237,443
2026-03-20 14:13:25,rbrown,10.0.5.190,98.138.112.176,TCP,24277,524,76,443
2026-03-17 09:49:29,cnguyen,10.0.4.51,118.63.193.21,UDP,24572,580,123,80
2026-03-04 15:25:02,klee,10.0.0.8,118.63.193.21,TCP,37998,1197,483,8080
2026-01-14 11:57:43,pmartinez,10.0.5.27,118.63.193.21,TCP,47629,411,497,8080
2026-02-02 14:07:39,adavis,10.0.4.109,56.172.52.24,HTTPS,15186,16137,265,443
2026-02-21 09:08:46,adavis,10.0.5.27,91.107.136.180,UDP,28752,9201,354,443
2026-03-04 11:07:14,jsmith,10.0.1.36,109.174.142.40,TCP,38198,8922,245,80
2026-03-21 11:11:12,hgarcia,10.0.0.190,175.36.87.137,TCP,13075,8698,419,443
2026-01-21 10:05:35,hgarcia,10.0.0.8,98.138.112.176,TCP,6045,4286,519,443
2026-01-23 13:21:15,jsmith,10.0.4.23,60.51.194.72,TCP,44081,8337,228,8080
2026-03-15 10:01:01,rbrown,10.0.2.208,117.186.83.95,TCP,16316,10159,433,8080
2026-03-16 15:41:59,klee,10.0.5.27,56.172.52.24,HTTPS,32498,1497,373,53
2026-03-28 09:50:08,rbrown,10.0.0.190,84.28.117.211,UDP,4090,10078,443,80
2026-01-28 10:07:18,rbrown,10.0.0.8,59.148.40.219,UDP,15156,5748,296,443
2026-01-04 17:24:09,mwilson,10.0.2.208,117.186.83.95,TCP,46518,14416,356,22
2026-02-24 09:19:05,swang,10.0.4.51,175.36.87.137,TCP,9652,18434,287,443
2026-03-09 11:58:31,adavis,10.0.5.167,187.125.83.119,HTTPS,8444,12282,79,53
2026-01-27 14:05:19,adavis,10.0.5.140,98.138.112.176,UDP,34891,7215,266,443
2026-02-28 14:21:23,rbrown,10.0.1.130,142.150.185.148,TCP,24172,13257,388,8080
2026-01-06 14:49:24,pmartinez,10.0.5.27,50.35.23.170,UDP,36514,4714,119,443
2026-03-13 09:36:05,adavis,10.0.2.208,187.125.83.119,TCP,35349,5384,526,53
2026-02-17 09:17:43,hgarcia,10.0.3.151,175.36.87.137,TCP,10192,13645,226,22
2026-02-14 16:21:37,jsmith,10.0.4.23,56.172.52.24,TCP,1305,19702,70,8080
2026-01-10 17:20:40,klee,10.0.4.51,91.107.136.180,TCP,22261,5945,326,53
2026-03-14 09:15:01,adavis,10.0.5.140,98.49.183.217,TCP,2373,15805,544,443
2026-01-01 13:01:40,tjohnson,10.0.4.7,98.138.112.176,TCP,48722,10866,455,443
2026-03-03 17:35:12,mwilson,10.0.4.23,118.63.193.21,UDP,29172,9574,231,443
2026-03-22 08:18:51,pmartinez,10.0.4.51,98.138.112.176,TCP,24314,13288,524,22
2026-02-04 15:01:15,mwilson,10.0.0.195,175.36.87.137,UDP,24054,6960,92,443
2026-01-17 17:20:37,pmartinez,10.0.4.51,89.135.22.187,HTTPS,1893,9540,19,22
2026-02-15 12:58:38,klee,10.0.1.36,50.35.23.170,TCP,17032,16298,373,443
2026-01-23 11:46:47,cnguyen,10.0.4.23,59.148.40.219,TCP,34305,19434,566,53
2026-03-21 17:20:21,swang,10.0.5.190,117.186.83.95,UDP,16348,18410,401,443
2026-03-28 15:43:07,jsmith,10.0.4.7,98.138.112.176,UDP,39907,11929,397,443
2026-01-18 16:38:10,rbrown,10.0.2.208,50.35.23.170,UDP,19179,14535,291,22
2026-01-07 14:56:18,cnguyen,10.0.5.27,109.174.142.40,TCP,40278,12005,344,443
2026-01-31 10:46:12,pmartinez,10.0.4.109,50.35.23.170,TCP,40205,8358,311,443
2026-03-04 14:53:03,hgarcia,10.0.0.195,50.35.23.170,TCP,42198,12993,178,443
2026-03-22 14:05:05,cnguyen,10.0.0.190,50.35.23.170,TCP,31711,7238,457,80
2026-03-18 14:49:46,hgarcia,10.0.0.8,89.135.22.187,TCP,31431,10148,380,443
2026-03-13 14:34:46,swang,10.0.1.36,98.138.112.176,HTTPS,3870,15677,538,8080
2026-01-18 12:56:04,jsmith,10.0.5.190,91.107.136.180,TCP,39428,11739,486,8080
2026-01-31 13:53:09,cnguyen,10.0.0.190,142.150.185.148,HTTPS,39738,13521,6,443
2026-01-01 12:44:12,adavis,10.0.4.23,175.36.87.137,TCP,35740,15227,339,80
2026-01-28 16:32:15,pmartinez,10.0.4.51,109.174.142.40,UDP,48181,13098,382,53
2026-01-10 16:22:44,pmartinez,10.0.0.195,98.138.112.176,TCP,36645,9081,102,80
2026-03-21 10:12:49,swang,10.0.1.36,187.125.83.119,TCP,14473,10266,514,443
2026-03-30 13:58:16,adavis,10.0.3.151,84.28.117.211,TCP,40265,9146,35,22
2026-03-12 14:48:26,mwilson,10.0.2.63,109.174.142.40,HTTPS,16915,3951,39,53
2026-03-24 16:59:39,tjohnson,10.0.3.151,118.63.193.21,UDP,41043,2056,560,22
2026-01-05 12:58:26,tjohnson,10.0.2.208,59.148.40.219,TCP,838,13040,200,443
2026-03-13 11:51:13,swang,10.0.1.179,60.51.194.72,UDP,18454,3700,77,443
2026-01-16 13:06:30,pmartinez,10.0.2.208,91.107.136.180,UDP,46295,7162,484,22
2026-03-23 17:14:22,swang,10.0.0.56,118.63.193.21,HTTPS,44568,4786,387,8080
2026-03-12 15:21:50,pmartinez,10.0.2.63,142.150.185.148,TCP,28601,13886,215,443
2026-03-20 14:41:25,adavis,10.0.5.27,98.138.112.176,TCP,6065,2707,76,8080
2026-03-06 09:22:29,pmartinez,10.0.5.140,91.107.136.180,HTTPS,30964,3775,88,443
2026-03-14 11:46:04,adavis,10.0.1.130,98.49.183.217,HTTPS,22476,9247,465,22
2026-02-12 15:46:26,cnguyen,10.0.5.190,98.49.183.217,HTTPS,8831,16084,469,443
